alias,category,variant,nation,service_date,hullnumber
civ_ms_freighter_b,vessels,Variant5,US,,apl_005
civ_ms_freighter_b,vessels,Variant6,US,,apl_006
civ_ms_freighter_b,vessels,Variant7,US,,apl_007
civ_ms_freighter_b,vessels,Variant8,US,,apl_007
civ_ms_freighter_b,vessels,Variant9,US,,apl_008
civ_ms_freighter_b,vessels,Variant10,US,,apl_009
civ_ms_freighter_b,vessels,Variant11,US,,apl_010
civ_ms_freighter_b,vessels,Variant12,US,,apl_011
civ_ms_freighter_b,vessels,Variant13,Australia,,apl_012
civ_ms_freighter_b,vessels,Variant14,Australia,,apl_013
civ_ms_freighter_b,vessels,Variant15,Japan,,apl_014
civ_ms_freighter_b,vessels,Variant16,Japan,,apl_015
civ_ms_freighter_d,vessels,Default,Brazil,1970,transparent
civ_ms_freighter_d,vessels,Variant1,Japan,,fr_d_001
civ_ms_freighter_d,vessels,Variant2,Japan,,fr_d_002
civ_ms_freighter_d,vessels,Variant3,Japan,,fr_d_003
civ_ms_freighter_d,vessels,Variant4,Japan,,fr_d_004
civ_ms_freighter_d,vessels,Variant5,Japan,,fr_d_005
civ_ms_freighter_d,vessels,Variant6,Japan,,fr_d_006
civ_ms_freighter_d,vessels,Variant7,Japan,,fr_d_007
civ_ms_freighter_d,vessels,Variant8,Netherlands,,fr_d_008
civ_ms_freighter_d,vessels,Variant9,Netherlands,,fr_d_009
civ_ms_freighter_d,vessels,Variant10,Netherlands,,fr_d_010
civ_ms_freighter_d,vessels,Variant11,Netherlands,,fr_d_011
civ_ms_freighter_d,vessels,Variant12,Netherlands,,fr_d_012
civ_ms_freighter_d,vessels,Variant13,Netherlands,,fr_d_013
civ_ms_freighter_d,vessels,Variant14,Netherlands,,fr_d_014
civ_ms_freighter_d,vessels,Variant15,Netherlands,,fr_d_015
civ_ms_freighter_d,vessels,Variant16,Netherlands,,fr_d_016
civ_ms_freighter_d,vessels,Variant17,Spain,,fr_d_017
civ_ms_freighter_d,vessels,Variant18,Spain,,fr_d_018
civ_ms_freighter_d,vessels,Variant19,Myanmar,,fr_d_019
civ_ms_freighter_d,vessels,Variant20,Myanmar,,fr_d_020
civ_ms_freighter_d,vessels,Variant21,Myanmar,,fr_d_021
civ_ms_freighter_d,vessels,Variant22,Myanmar,,fr_d_022
civ_ms_freighter_d,vessels,Variant23,Myanmar,,fr_d_023
civ_ms_freighter_d,vessels,Variant24,Myanmar,,fr_d_024
civ_ms_freighter_d,vessels,Variant25,Brazil,,fr_d_025
civ_ms_freighter_d,vessels,Variant26,Brazil,,fr_d_026
civ_ms_freighter_d,vessels,Variant27,Brazil,,fr_d_027
civ_ms_freighter_d,vessels,Variant28,Brazil,,fr_d_028
civ_ms_freighter_d,vessels,Variant29,Brazil,,fr_d_029
civ_ms_freighter_d,vessels,Variant30,Brazil,,fr_d_030
civ_ms_freighter_d,vessels,Variant31,Brazil,,fr_d_031
civ_ms_freighter_d,vessels,Variant32,Brazil,,fr_d_032
civ_ms_freighter_d,vessels,Variant33,Brazil,,fr_d_033
civ_ms_freighter_d,vessels,Variant34,Brazil,,fr_d_034
civ_ms_freighter_d,vessels,Variant35,Brazil,,fr_d_035
civ_ms_freighter_d,vessels,Variant36,Brazil,,fr_d_036
civ_ms_freighter_d,vessels,Variant37,Brazil,,fr_d_037
civ_ms_freighter_d,vessels,Variant38,Brazil,,fr_d_038
civ_ms_freighter_d,vessels,Variant39,Brazil,,fr_d_039
civ_ms_freighter_d,vessels,Variant40,Brazil,,fr_d_040
civ_ms_freighter_d,vessels,Variant41,Brazil,,fr_d_041
civ_ms_freighter_d,vessels,Variant42,Brazil,,fr_d_042
civ_ms_freighter_d,vessels,Variant43,Netherlands,,fr_d_043
civ_ms_freighter_d,vessels,Variant44,Netherlands,,fr_d_044
civ_ms_freighter_d,vessels,Variant45,Netherlands,,fr_d_045
civ_ms_freighter_d,vessels,Variant46,Netherlands,,fr_d_046
civ_ms_freighter_d,vessels,Variant47,Denmark,,fr_d_047
civ_ms_freighter_d,vessels,Variant48,Denmark,,fr_d_048
civ_ms_freighter_d,vessels,Variant49,Denmark,,fr_d_049
civ_ms_freighter_d,vessels,Variant50,Poland,,fr_d_050
civ_ms_freighter_d,vessels,Variant51,Poland,,fr_d_051
civ_ms_freighter_d,vessels,Variant52,Poland,,fr_d_052
civ_ms_freighter_d,vessels,Variant53,Poland,,fr_d_053
civ_ms_irkutsk,vessels,Default,Soviet,1975,transparent
civ_ms_irkutsk,vessels,Variant1,Soviet,,irk_001
civ_ms_irkutsk,vessels,Variant2,Soviet,,irk_002
civ_ms_irkutsk,vessels,Variant3,Soviet,,irk_003
civ_ms_irkutsk,vessels,Variant4,Soviet,,irk_004
civ_ms_irkutsk,vessels,Variant5,Soviet,,irk_005
civ_ms_irkutsk,vessels,Variant6,Soviet,,irk_006
civ_ms_irkutsk,vessels,Variant7,Soviet,,irk_007
civ_ms_irkutsk,vessels,Variant8,Soviet,,irk_008
civ_ms_irkutsk,vessels,Variant9,Soviet,,irk_009
civ_ms_irkutsk,vessels,Variant10,Soviet,,irk_010
civ_ms_irkutsk,vessels,Variant11,Finland,,irk_011
civ_ms_irkutsk,vessels,Variant12,Soviet,,irk_012
civ_ms_irkutsk,vessels,Variant13,Soviet,,irk_013
civ_ms_irkutsk,vessels,Variant14,Soviet,,irk_014
civ_ms_irkutsk,vessels,Variant15,Soviet,,irk_015
civ_ms_irkutsk,vessels,Variant16,Soviet,,irk_016
civ_ms_irkutsk,vessels,Variant17,Soviet,,irk_017
civ_ms_irkutsk,vessels,Variant18,Soviet,,irk_018
civ_ms_irkutsk,vessels,Variant19,Soviet,,irk_019
civ_ms_irkutsk,vessels,Variant20,Soviet,,irk_020
civ_ms_irkutsk,vessels,Variant21,Soviet,,irk_021
civ_ms_irkutsk,vessels,Variant22,Soviet,,irk_022
civ_ms_irkutsk,vessels,Variant23,Soviet,,irk_023
civ_ms_irkutsk,vessels,Variant24,Soviet,,irk_024
civ_ms_irkutsk,vessels,Variant25,Soviet,,irk_025
civ_ms_ivan_franko,vessels,Default,Soviet,1964,transparent
civ_ms_ivan_franko,vessels,Variant1,Soviet,,ivan_franko_001
civ_ms_ivan_franko,vessels,Variant2,Soviet,,ivan_franko_002
civ_ms_ivan_franko,vessels,Variant3,Soviet,,ivan_franko_003
civ_ms_ivan_franko,vessels,Variant4,Soviet,,ivan_franko_004
civ_ms_ivan_franko,vessels,Variant5,Soviet,,ivan_franko_005
civ_ms_ivan_franko,vessels,Variant6,Greece,,ivan_franko_006
civ_ms_kommunist,vessels,Default,Soviet,1968,transparent
civ_ms_kommunist,vessels,Variant1,Soviet,,kom_001
civ_ms_kommunist,vessels,Variant2,Soviet,,kom_002
civ_ms_kommunist,vessels,Variant3,Soviet,,kom_003
civ_ms_kommunist,vessels,Variant4,Soviet,,kom_004
civ_ms_kommunist,vessels,Variant5,Soviet,,kom_005
civ_ms_kommunist,vessels,Variant6,Soviet,,kom_006
civ_ms_kommunist,vessels,Variant7,Soviet,,kom_007
civ_ms_kommunist,vessels,Variant8,Soviet,,kom_008
civ_ms_kommunist,vessels,Variant9,Soviet,,kom_009
civ_ms_kommunist,vessels,Variant10,Soviet,,kom_010
civ_ms_kommunist,vessels,Variant11,Soviet,,kom_011
civ_ms_kommunist,vessels,Variant12,Soviet,,kom_012
civ_ms_kommunist,vessels,Variant13,Soviet,,kom_013
civ_ms_kommunist,vessels,Variant14,Soviet,,kom_014
civ_ms_kommunist,vessels,Variant15,Soviet,,kom_015
civ_ms_kommunist,vessels,Variant16,Soviet,,kom_016
civ_ms_kommunist,vessels,Variant17,Soviet,,kom_017
civ_ms_kommunist,vessels,Variant18,Soviet,,kom_018
civ_ms_kommunist,vessels,Variant19,Soviet,,kom_019
civ_ms_kommunist,vessels,Variant20,Soviet,,kom_020
civ_ms_mairangi_bay,vessels,Default,UK,1978,transparent
civ_ms_mairangi_bay,vessels,Variant1,NewZealand,,civ_001
civ_ms_mairangi_bay,vessels,Variant2,UK,,mai_001
civ_ms_mairangi_bay,vessels,Variant3,UK,,mai_002
civ_ms_mairangi_bay,vessels,Variant4,UK,,mai_003
civ_ms_mairangi_bay,vessels,Variant5,UK,,mai_004
civ_ms_mairangi_bay,vessels,Variant6,UK,,mai_005
civ_ms_mairangi_bay,vessels,Variant7,UK,,mai_006
civ_ms_mairangi_bay,vessels,Variant8,UK,,mai_007
civ_ms_mairangi_bay,vessels,Variant9,UK,,mai_008
civ_ms_mairangi_bay,vessels,Variant10,UK,,mai_009
civ_ms_mairangi_bay,vessels,Variant11,UK,,mai_010
civ_ms_mairangi_bay,vessels,Variant12,UK,,mai_011
civ_ms_mairangi_bay,vessels,Variant13,Australia,,mai_012
civ_ms_mairangi_bay,vessels,Variant14,Australia,,mai_013
civ_ms_mairangi_bay,vessels,Variant15,Japan,,mai_014
civ_ms_mairangi_bay,vessels,Variant16,Japan,,mai_015
civ_ms_mairangi_bay,vessels,Variant17,Japan,,mai_016
civ_ms_mairangi_bay,vessels,Variant18,Australia,,mai_017
civ_ms_mairangi_bay,vessels,Variant19,Netherlands,,mai_018
civ_ms_mairangi_bay,vessels,Variant20,UK,,mai_019
civ_ms_mairangi_bay,vessels,Variant21,UK,,mai_020
civ_ms_mairangi_bay,vessels,Variant22,UK,,mai_021
civ_ms_mairangi_bay,vessels,Variant23,US,,mai_022
civ_ms_mairangi_bay,vessels,Variant24,US,,mai_023
civ_ms_mairangi_bay,vessels,Variant25,US,,mai_024
civ_ms_mairangi_bay,vessels,Variant26,US,,mai_025
civ_ms_mairangi_bay,vessels,Variant27,US,,mai_026
civ_ms_mairangi_bay,vessels,Variant28,Israel,,mai_027
civ_ms_mairangi_bay,vessels,Variant29,Israel,,mai_028
civ_ms_mairangi_bay,vessels,Variant30,Israel,,mai_029
civ_ms_mairangi_bay,vessels,Variant31,Germany,,mai_031
civ_ms_mairangi_bay,vessels,Variant32,Germany,,mai_032
civ_ms_mairangi_bay,vessels,Variant33,Germany,,mai_033
civ_ms_mairangi_bay,vessels,Variant34,Germany,,mai_034
civ_ms_mairangi_bay,vessels,Variant35,Germany,,mai_035
civ_ms_mairangi_bay,vessels,Variant36,Germany,,mai_036
civ_ms_mairangi_bay,vessels,Variant37,Germany,,mai_037
civ_ms_mairangi_bay,vessels,Variant38,US,,mai_038
civ_ms_mairangi_bay,vessels,Variant39,US,,mai_039
civ_ms_mairangi_bay,vessels,Variant40,US,,mai_040
civ_ms_mairangi_bay,vessels,Variant41,US,,mai_041
civ_ms_mairangi_bay,vessels,Variant42,US,,mai_042
civ_ms_mairangi_bay,vessels,Variant43,US,,mai_043
civ_ms_mairangi_bay,vessels,Variant44,US,,mai_044
civ_ms_mairangi_bay,vessels,Variant45,US,,mai_045
civ_ms_mairangi_bay,vessels,Variant46,US,,mai_046
civ_ms_mairangi_bay,vessels,Variant47,US,,mai_047
civ_ms_mairangi_bay,vessels,Variant48,UK,,mai_048
civ_ms_mercur,vessels,Default,Soviet,1975,transparent
civ_ms_mercur,vessels,Variant1,Soviet,,merc_001
civ_ms_mercur,vessels,Variant2,Soviet,,merc_002
civ_ms_mercur,vessels,Variant3,Soviet,,merc_003
civ_ms_mercur,vessels,Variant4,Soviet,,merc_004
civ_ms_mercur,vessels,Variant5,Soviet,,merc_005
civ_ms_mercur,vessels,Variant6,Soviet,,merc_006
civ_ms_mercur,vessels,Variant7,Soviet,,merc_007
civ_ms_mercur,vessels,Variant8,Soviet,,merc_008
civ_ms_mercur,vessels,Variant9,Soviet,,merc_009
civ_ms_mercur,vessels,Variant10,Soviet,,merc_010
civ_ms_metallurg_anosov,vessels,Default,Soviet,1959|1994,transparent
civ_ms_metallurg_anosov,vessels,Variant1,Soviet,,met_001
civ_ms_metallurg_anosov,vessels,Variant2,Soviet,,met_002
civ_ms_metallurg_anosov,vessels,Variant3,Soviet,,met_003
civ_ms_metallurg_anosov,vessels,Variant4,Soviet,,met_004
civ_ms_metallurg_anosov,vessels,Variant5,Soviet,,met_005
civ_ms_metallurg_anosov,vessels,Variant6,Soviet,,met_006
civ_ms_metallurg_anosov,vessels,Variant7,Soviet,,met_007
civ_ms_metallurg_anosov,vessels,Variant8,Soviet,,met_008
civ_ms_metallurg_anosov,vessels,Variant9,Soviet,,met_009
civ_ms_metallurg_anosov,vessels,Variant10,Soviet,,met_010
civ_ms_metallurg_anosov,vessels,Variant11,Soviet,,met_011
civ_ms_metallurg_anosov,vessels,Variant12,Soviet,,met_012
civ_ms_metallurg_anosov,vessels,Variant13,Soviet,,met_013
civ_ms_metallurg_anosov,vessels,Variant14,Soviet,,met_014
civ_ms_metallurg_anosov,vessels,Variant15,Soviet,,met_015
civ_ms_metallurg_anosov,vessels,Variant16,Soviet,,met_016
civ_ms_metallurg_anosov,vessels,Variant17,Soviet,,met_017
civ_ms_metallurg_anosov,vessels,Variant18,Soviet,,met_018
civ_ms_metallurg_anosov,vessels,Variant19,Soviet,,met_019
civ_ms_metallurg_anosov,vessels,Variant20,Soviet,,met_020
civ_ms_metallurg_anosov,vessels,Variant21,Soviet,,met_021
civ_ms_metallurg_anosov,vessels,Variant22,Soviet,,met_022
civ_ms_metallurg_anosov,vessels,Variant23,Soviet,,met_023
civ_ms_murom,vessels,Default,Soviet,1961,transparent
civ_ms_murom,vessels,Variant1,Soviet,,mur_001
civ_ms_murom,vessels,Variant2,Soviet,,mur_002
civ_ms_murom,vessels,Variant3,Soviet,,mur_003
civ_ms_murom,vessels,Variant4,Soviet,,mur_004
civ_ms_murom,vessels,Variant5,Soviet,,mur_005
civ_ms_murom,vessels,Variant6,Soviet,,mur_006
civ_ms_murom,vessels,Variant7,Soviet,,mur_007
civ_ms_murom,vessels,Variant8,Soviet,,mur_008
civ_ms_murom,vessels,Variant9,Soviet,,mur_009
civ_ms_murom,vessels,Variant10,Soviet,,mur_010
civ_ms_murom,vessels,Variant11,Soviet,,mur_011
civ_ms_murom,vessels,Variant12,Soviet,,mur_012
civ_ms_murom,vessels,Variant13,Soviet,,mur_013
civ_ms_murom,vessels,Variant14,Soviet,,mur_014
civ_ms_murom,vessels,Variant15,Soviet,,mur_015
civ_ms_murom,vessels,Variant16,Soviet,,mur_016
civ_ms_murom,vessels,Variant17,Soviet,,mur_017
civ_ms_murom,vessels,Variant18,Soviet,,mur_018
civ_ms_murom,vessels,Variant19,Soviet,,mur_019
civ_ms_murom,vessels,Variant20,Soviet,,mur_020
civ_ms_murom,vessels,Variant21,Soviet,,mur_021
civ_ms_murom,vessels,Variant22,Soviet,,mur_022
civ_ms_murom,vessels,Variant23,Soviet,,mur_023
civ_ms_murom,vessels,Variant24,Soviet,,mur_024
civ_ms_murom,vessels,Variant25,Soviet,,mur_025
civ_ms_murom,vessels,Variant26,Soviet,,mur_026
civ_ms_murom,vessels,Variant27,Soviet,,mur_027
civ_ms_murom,vessels,Variant28,Soviet,,mur_028
civ_ms_murom,vessels,Variant29,Soviet,,mur_029
civ_ms_murom,vessels,Variant30,Soviet,,mur_030
civ_ms_poltava,vessels,Default,Soviet,1962,transparent
civ_ms_poltava,vessels,Variant1,Soviet,,pol_001
civ_ms_poltava,vessels,Variant2,Soviet,,pol_002
civ_ms_poltava,vessels,Variant3,Soviet,,pol_003
civ_ms_poltava,vessels,Variant4,Soviet,,pol_004
civ_ms_poltava,vessels,Variant5,Soviet,,pol_005
civ_ms_poltava,vessels,Variant6,Soviet,,pol_006
civ_ms_poltava,vessels,Variant7,Soviet,,pol_007
civ_ms_poltava,vessels,Variant8,Soviet,,pol_008
civ_ms_poltava,vessels,Variant9,Soviet,,pol_009
civ_ms_poltava,vessels,Variant10,Soviet,,pol_010
civ_ms_poltava,vessels,Variant11,Soviet,,pol_011
civ_ms_poltava,vessels,Variant12,Soviet,,pol_012
civ_ms_poltava,vessels,Variant13,Soviet,,pol_013
civ_ms_poltava,vessels,Variant14,Soviet,,pol_014
civ_ms_poltava,vessels,Variant15,Soviet,,pol_015
civ_ms_poltava,vessels,Variant16,Soviet,,pol_016
civ_ms_poltava,vessels,Variant17,Soviet,,pol_017
civ_ms_poltava,vessels,Variant18,Soviet,,pol_018
civ_ms_poltava,vessels,Variant19,Soviet,,pol_019
civ_ms_poltava,vessels,Variant20,Soviet,,pol_020
civ_ms_poltava,vessels,Variant21,Soviet,,pol_021
civ_ms_poltava,vessels,Variant22,Greece,,pol_022
civ_ms_poltava,vessels,Variant23,Greece,,pol_023
civ_ms_poltava,vessels,Variant24,Greece,,pol_024
civ_ms_poltava,vessels,Variant25,Greece,,pol_025
civ_ms_poltava,vessels,Variant26,Greece,,pol_026
civ_ms_poltava,vessels,Variant27,Pakistan,,pol_027
civ_ms_poltava,vessels,Variant28,Kuwait,,pol_028
civ_ms_poltava,vessels,Variant29,Kuwait,,pol_029
civ_ms_poltava,vessels,Variant30,Kuwait,,pol_030
civ_ms_poltava,vessels,Variant31,Kuwait,,pol_031
civ_ms_poltava,vessels,Variant32,Kuwait,,pol_032
civ_ms_poltava,vessels,Variant33,Kuwait,,pol_033
civ_ms_poltava,vessels,Variant34,Kuwait,,pol_034
civ_ms_poltava,vessels,Variant35,Kuwait,,pol_035
civ_ms_poltava,vessels,Variant36,Kuwait,,pol_036
civ_ms_poltava,vessels,Variant37,Kuwait,,pol_037
civ_ms_poltava,vessels,Variant38,Kuwait,,pol_038
civ_ms_poltava,vessels,Variant39,Kuwait,,pol_039
civ_ms_poltava,vessels,Variant40,Kuwait,,pol_040
civ_ms_poltava,vessels,Variant41,Iraq,,pol_041
civ_ms_poltava,vessels,Variant42,Iraq,,pol_042
civ_ms_poltava,vessels,Variant43,Iraq,,pol_043
civ_ms_poltava,vessels,Variant44,Iraq,,pol_044
civ_ms_poltava,vessels,Variant45,Hungary,,pol_045
civ_ms_poltava,vessels,Variant46,India,,pol_046
civ_ms_poltava,vessels,Variant47,India,,pol_047
civ_ms_poltava,vessels,Variant48,India,,pol_048
civ_ms_poltava,vessels,Variant49,India,,pol_049
civ_ms_poltava,vessels,Variant50,Germany,,pol_050
civ_ms_poltava,vessels,Variant51,Germany,,pol_051
civ_ms_poltava,vessels,Variant52,Germany,,pol_052
civ_ms_poltava,vessels,Variant53,Germany,,pol_053
civ_ms_poltava,vessels,Variant54,Germany,,pol_054
civ_ms_poltava,vessels,Variant55,Germany,,pol_055
civ_ms_poltava,vessels,Variant56,Germany,,pol_056
civ_ms_poltava,vessels,Variant57,Germany,,pol_057
civ_ms_poltava,vessels,Variant58,Panama,,pol_058
civ_ms_poltava,vessels,Variant59,Panama,,pol_059
civ_ms_poltava,vessels,Variant60,Panama,,pol_060
civ_ms_poltava,vessels,Variant61,Panama,,pol_061
civ_ms_poltava,vessels,Variant62,Panama,,pol_062
civ_ms_poltava,vessels,Variant63,Panama,,pol_063
civ_ms_poltava,vessels,Variant64,Singapore,,pol_064
civ_ms_poltava,vessels,Variant65,Singapore,,pol_065
civ_ms_poltava,vessels,Variant66,Liberia,,pol_066
civ_ms_poltava,vessels,Variant67,Liberia,,pol_067
civ_ms_poltava,vessels,Variant68,Liberia,,pol_068
civ_ms_poltava,vessels,Variant69,Cyprus,,pol_069
civ_ms_poltava,vessels,Variant70,Cyprus,,pol_070
civ_ms_poltava,vessels,Variant71,Cyprus,,pol_071
civ_ms_poltava,vessels,Variant72,Cyprus,,pol_072
civ_ms_poltava,vessels,Variant73,Cyprus,,pol_073
civ_ms_poltava,vessels,Variant74,Cyprus,,pol_074
civ_ms_poltava,vessels,Variant75,Cyprus,,pol_075
civ_ms_poltava,vessels,Variant76,Malta,,pol_076
civ_ms_poltava,vessels,Variant77,Malta,,pol_077
civ_ms_poltava,vessels,Variant78,Hungary,,pol_078
civ_ms_poltava,vessels,Variant79,Malta,,pol_079
civ_ms_ritina,vessels,Default,Japan,1974,transparent
civ_ms_ritina,vessels,Variant1,Italy,,ritina_001
civ_ms_ritina,vessels,Variant2,Italy,,ritina_002
civ_ms_ritina,vessels,Variant3,Italy,,ritina_003
civ_ms_ritina,vessels,Variant4,Italy,,ritina_004
civ_ms_ritina,vessels,Variant5,Italy,,ritina_005
civ_ms_ritina,vessels,Variant6,Italy,,ritina_006
civ_ms_ritina,vessels,Variant7,Italy,,ritina_007
civ_ms_ritina,vessels,Variant8,Italy,,ritina_008
civ_ms_ritina,vessels,Variant9,Italy,,ritina_009
civ_ms_ritina,vessels,Variant10,Italy,,ritina_010
civ_ms_ritina,vessels,Variant11,Italy,,ritina_011
civ_ms_ritina,vessels,Variant12,Italy,,ritina_012
civ_ms_ritina,vessels,Variant13,Italy,,ritina_013
civ_ms_ritina,vessels,Variant14,Italy,,ritina_014
civ_ms_ritina,vessels,Variant15,Italy,,ritina_015
civ_ms_ritina,vessels,Variant16,Italy,,ritina_016
civ_ms_ritina,vessels,Variant17,Italy,,ritina_017
civ_ms_ritina,vessels,Variant18,Italy,,ritina_018
civ_ms_ritina,vessels,Variant19,Italy,,ritina_019
civ_ms_ritina,vessels,Variant20,Japan,,ritina_020
civ_ms_ritina,vessels,Variant21,Japan,,ritina_021
civ_ms_ritina,vessels,Variant22,Japan,,ritina_022
civ_ms_ritina,vessels,Variant23,Japan,,ritina_023
civ_ms_ritina,vessels,Variant24,Japan,,ritina_024
civ_ms_ritina,vessels,Variant25,Japan,,ritina_025
civ_ms_ritina,vessels,Variant26,Japan,,ritina_026
civ_ms_ritina,vessels,Variant27,Japan,,ritina_027
civ_ms_ritina,vessels,Variant28,Japan,,ritina_028
civ_ms_ritina,vessels,Variant29,Japan,,ritina_029
civ_ms_ritina,vessels,Variant30,Japan,,ritina_030
civ_ms_ritina,vessels,Variant31,Japan,,ritina_031
civ_ms_ritina,vessels,Variant32,Japan,,ritina_032
civ_ms_ritina,vessels,Variant33,Liberia,,ritina_033
civ_ms_ritina,vessels,Variant34,Liberia,,ritina_034
civ_ms_ritina,vessels,Variant35,Liberia,,ritina_035
civ_ms_ritina,vessels,Variant36,Liberia,,ritina_036
civ_ms_ritina,vessels,Variant37,Liberia,,ritina_037
civ_ms_ritina,vessels,Variant38,Liberia,,ritina_038
civ_ms_ritina,vessels,Variant39,Liberia,,ritina_039
civ_ms_ritina,vessels,Variant40,Japan,,ritina_040
civ_ms_ritina,vessels,Variant41,Japan,,ritina_041
civ_ms_ritina,vessels,Variant42,Japan,,ritina_042
civ_ms_ritina,vessels,Variant43,Japan,,ritina_043
civ_ms_ritina,vessels,Variant44,Japan,,ritina_044
civ_ms_ritina,vessels,Variant45,Liberia,,ritina_045
civ_ms_ritina,vessels,Variant46,Liberia,,ritina_046
civ_ms_ritina,vessels,Variant47,Liberia,,ritina_047
civ_ms_ritina,vessels,Variant48,Liberia,,ritina_048
civ_ms_ritina,vessels,Variant49,Liberia,,ritina_049
civ_ms_ritina,vessels,Variant50,Liberia,,ritina_050
civ_ms_ritina,vessels,Variant51,Liberia,,ritina_051
civ_ms_ritina,vessels,Variant52,Liberia,,ritina_052
civ_ms_ritina,vessels,Variant53,Liberia,,ritina_053
civ_ms_ritina,vessels,Variant54,Liberia,,ritina_054
civ_ms_ritina,vessels,Variant55,Liberia,,ritina_055
civ_ms_ritina,vessels,Variant56,Liberia,,ritina_056
civ_ms_ritina,vessels,Variant57,Liberia,,ritina_057
civ_ms_ritina,vessels,Variant58,Liberia,,ritina_058
civ_ms_ritina,vessels,Variant59,Japan,,ritina_059
civ_ms_ritina,vessels,Variant60,Japan,,ritina_060
civ_ms_ritina,vessels,Variant61,Japan,,ritina_061
civ_ms_ritina,vessels,Variant62,Japan,,ritina_062
civ_ms_ritina,vessels,Variant63,Japan,,ritina_063
civ_ms_ritina,vessels,Variant64,Japan,,ritina_064
civ_ms_ritina,vessels,Variant65,Japan,,ritina_065
civ_ms_ritina,vessels,Variant66,Japan,,ritina_066
civ_ms_ritina,vessels,Variant67,Japan,,ritina_067
civ_ms_ritina,vessels,Variant68,Japan,,ritina_068
civ_ms_ritina,vessels,Variant69,Japan,,ritina_069
civ_ms_ritina,vessels,Variant70,Japan,,ritina_070
civ_ms_ritina,vessels,Variant71,Japan,,ritina_071
civ_ms_ritina,vessels,Variant72,Japan,,ritina_072
civ_ms_ritina,vessels,Variant73,Japan,,ritina_073
civ_ms_ritina,vessels,Variant74,Japan,,ritina_074
civ_ms_ritina,vessels,Variant75,Japan,,ritina_075
civ_ms_ritina,vessels,Variant76,France,,ritina_076
civ_ms_ritina,vessels,Variant77,France,,ritina_077
civ_ms_ritina,vessels,Variant78,France,,ritina_078
civ_ms_ritina,vessels,Variant79,France,,ritina_079
civ_ms_ritina,vessels,Variant80,France,,ritina_080
civ_ms_ritina,vessels,Variant81,France,,ritina_081
civ_ms_ritina,vessels,Variant82,France,,ritina_082
civ_ms_ritina,vessels,Variant83,France,,ritina_083
civ_ms_ritina,vessels,Variant84,France,,ritina_084
civ_ms_ritina,vessels,Variant85,France,,ritina_085
civ_ms_ritina,vessels,Variant86,France,,ritina_086
civ_ms_ritina,vessels,Variant87,France,,ritina_087
civ_ms_ritina,vessels,Variant88,France,,ritina_088
civ_ms_ritina,vessels,Variant89,Kuwait,,ritina_089
civ_ms_ritina,vessels,Variant90,UK,,ritina_090
civ_ms_ritina,vessels,Variant91,UK,,ritina_091
civ_ms_ritina,vessels,Variant92,UK,,ritina_092
civ_ms_ritina,vessels,Variant93,UK,,ritina_093
civ_ms_ritina,vessels,Variant94,UK,,ritina_094
civ_ms_ritina,vessels,Variant95,UK,,ritina_095
civ_ms_ritina,vessels,Variant96,UK,,ritina_096
civ_ms_ritina,vessels,Variant97,Liberia,,ritina_097
civ_ms_ritina,vessels,Variant98,Liberia,,ritina_098
civ_ms_ritina,vessels,Variant99,Liberia,,ritina_099
civ_ms_ritina,vessels,Variant100,Liberia,,ritina_100
civ_ms_ritina,vessels,Variant101,Liberia,,ritina_101
civ_ms_ritina,vessels,Variant102,Liberia,,ritina_102
civ_ms_ritina,vessels,Variant103,Liberia,,ritina_103
civ_ms_ritina,vessels,Variant104,Liberia,,ritina_104
civ_ms_ritina,vessels,Variant105,Liberia,,ritina_105
civ_ms_ritina,vessels,Variant106,Liberia,,ritina_106
civ_ms_ritina,vessels,Variant107,Liberia,,ritina_107
civ_ms_ritina,vessels,Variant108,Liberia,,ritina_108
civ_ms_ritina,vessels,Variant109,US,,ritina_109
civ_ms_ritina,vessels,Variant110,US,,ritina_110
civ_ms_ritina,vessels,Variant111,US,,ritina_111
civ_ms_ritina,vessels,Variant112,US,,ritina_112
civ_ms_ritina,vessels,Variant113,US,,ritina_113
civ_ms_ritina,vessels,Variant114,US,,ritina_114
civ_ms_ritina,vessels,Variant115,US,,ritina_115
civ_ms_ritina,vessels,Variant116,US,,ritina_116
civ_ms_ritina,vessels,Variant117,US,,ritina_117
civ_ms_ritina,vessels,Variant118,US,,ritina_118
civ_ms_ritina,vessels,Variant119,US,,ritina_119
